date,sku,units_sold,promo_flag
2025-09-01,CHN-1046,23,0
2025-09-08,CHN-1046,17,0
2025-09-15,CHN-1046,25,0
2025-09-22,CHN-1046,13,0
2025-09-29,CHN-1046,22,0
2025-10-06,CHN-1046,61,1
2025-10-13,CHN-1046,28,0
2025-10-20,CHN-1046,26,0
2025-10-27,CHN-1046,10,0
2025-11-03,CHN-1046,30,0
2025-11-10,CHN-1046,23,0
2025-11-17,CHN-1046,17,0
2025-11-24,CHN-1046,27,0
2025-12-01,CHN-1046,15,0
2025-12-08,CHN-1046,14,0
2025-12-15,CHN-1046,19,0
2025-12-22,CHN-1046,18,0
2025-12-29,CHN-1046,17,0
2026-01-05,CHN-1046,24,0
2026-01-12,CHN-1046,14,0
2026-01-19,CHN-1046,20,0
2026-01-26,CHN-1046,22,0
2026-02-02,CHN-1046,18,0
2026-02-09,CHN-1046,32,1
2026-02-16,CHN-1046,22,0
2026-02-23,CHN-1046,23,0
2026-03-02,CHN-1046,21,0
2026-03-09,CHN-1046,16,0
2026-03-16,CHN-1046,28,0
2026-03-23,CHN-1046,20,0
2026-03-30,CHN-1046,18,0
2026-04-06,CHN-1046,20,0
2026-04-13,CHN-1046,23,0
2026-04-20,CHN-1046,17,0
2026-04-27,CHN-1046,25,0
2026-05-04,CHN-1046,19,0
2026-05-11,CHN-1046,29,0
2026-05-18,CHN-1046,29,0
2026-05-25,CHN-1046,30,0
2026-06-01,CHN-1046,25,0
2026-06-08,CHN-1046,25,0
2024-12-16,BRK-1087,18,0
2024-12-23,BRK-1087,37,1
2024-12-30,BRK-1087,14,0
2025-01-06,BRK-1087,17,0
2025-01-13,BRK-1087,21,0
2025-01-20,BRK-1087,16,0
2025-01-27,BRK-1087,10,0
2025-02-03,BRK-1087,12,0
2025-02-10,BRK-1087,10,0
2025-02-17,BRK-1087,9,0
2025-02-24,BRK-1087,32,1
2025-03-03,BRK-1087,13,0
2025-03-10,BRK-1087,14,0
2025-03-17,BRK-1087,10,0
2025-03-24,BRK-1087,10,0
2025-03-31,BRK-1087,12,0
2025-04-07,BRK-1087,10,0
2025-04-14,BRK-1087,15,0
2025-04-21,BRK-1087,34,1
2025-04-28,BRK-1087,13,0
2025-05-05,BRK-1087,11,0
2025-05-12,BRK-1087,13,0
2025-05-19,BRK-1087,15,1
2025-05-26,BRK-1087,9,0
2025-06-02,BRK-1087,23,1
2025-06-09,BRK-1087,11,0
2025-06-16,BRK-1087,15,0
2025-06-23,BRK-1087,14,0
2025-06-30,BRK-1087,21,0
2025-07-07,BRK-1087,15,0
2025-07-14,BRK-1087,14,0
2025-07-21,BRK-1087,20,0
2025-07-28,BRK-1087,14,0
2025-08-04,BRK-1087,17,0
2025-08-11,BRK-1087,20,0
2025-08-18,BRK-1087,20,0
2025-08-25,BRK-1087,24,0
2025-09-01,BRK-1087,16,0
2025-09-08,BRK-1087,17,0
2025-09-15,BRK-1087,21,0
2025-09-22,BRK-1087,18,0
2025-09-29,BRK-1087,23,0
2025-10-06,BRK-1087,22,0
2025-10-13,BRK-1087,32,0
2025-10-20,BRK-1087,72,1
2025-10-27,BRK-1087,28,0
2025-11-03,BRK-1087,30,0
2025-11-10,BRK-1087,40,0
2025-11-17,BRK-1087,53,1
2025-11-24,BRK-1087,36,0
2025-12-01,BRK-1087,15,0
2025-12-08,BRK-1087,16,0
2025-12-15,BRK-1087,28,0
2025-12-22,BRK-1087,24,0
2025-12-29,BRK-1087,29,0
2026-01-05,BRK-1087,20,0
2026-01-12,BRK-1087,15,0
2026-01-19,BRK-1087,31,1
2026-01-26,BRK-1087,26,0
2026-02-02,BRK-1087,23,0
2026-02-09,BRK-1087,22,0
2026-02-16,BRK-1087,45,1
2026-02-23,BRK-1087,20,0
2026-03-02,BRK-1087,13,0
2026-03-09,BRK-1087,21,0
2026-03-16,BRK-1087,18,0
2026-03-23,BRK-1087,14,0
2026-03-30,BRK-1087,21,0
2026-04-06,BRK-1087,9,0
2026-04-13,BRK-1087,15,0
2026-04-20,BRK-1087,18,0
2026-04-27,BRK-1087,20,0
2026-05-04,BRK-1087,10,0
2026-05-11,BRK-1087,16,0
2026-05-18,BRK-1087,8,0
2026-05-25,BRK-1087,17,0
2026-06-01,BRK-1087,25,1
2026-06-08,BRK-1087,30,1
2024-12-16,CHN-1054,19,0
2024-12-23,CHN-1054,36,1
2024-12-30,CHN-1054,27,0
2025-01-06,CHN-1054,29,1
2025-01-13,CHN-1054,13,0
2025-01-20,CHN-1054,15,0
2025-01-27,CHN-1054,16,0
2025-02-03,CHN-1054,25,0
2025-02-10,CHN-1054,15,0
2025-02-17,CHN-1054,33,0
2025-02-24,CHN-1054,17,0
2025-03-03,CHN-1054,24,0
2025-03-10,CHN-1054,29,1
2025-03-17,CHN-1054,17,0
2025-03-24,CHN-1054,22,0
2025-03-31,CHN-1054,16,0
2025-04-07,CHN-1054,20,0
2025-04-14,CHN-1054,25,0
2025-04-21,CHN-1054,31,0
2025-04-28,CHN-1054,28,0
2025-05-05,CHN-1054,57,1
2025-05-12,CHN-1054,33,0
2025-05-19,CHN-1054,29,0
2025-05-26,CHN-1054,20,0
2025-06-02,CHN-1054,38,0
2025-06-09,CHN-1054,25,0
2025-06-16,CHN-1054,26,0
2025-06-23,CHN-1054,26,0
2025-06-30,CHN-1054,30,0
2025-07-07,CHN-1054,16,0
2025-07-14,CHN-1054,35,0
2025-07-21,CHN-1054,22,0
2025-07-28,CHN-1054,31,0
2025-08-04,CHN-1054,25,0
2025-08-11,CHN-1054,28,0
2025-08-18,CHN-1054,34,0
2025-08-25,CHN-1054,24,0
2025-09-01,CHN-1054,25,0
2025-09-08,CHN-1054,27,0
2025-09-15,CHN-1054,20,0
2025-09-22,CHN-1054,25,0
2025-09-29,CHN-1054,18,0
2025-10-06,CHN-1054,47,1
2025-10-13,CHN-1054,29,0
2025-10-20,CHN-1054,27,0
2025-10-27,CHN-1054,26,0
2025-11-03,CHN-1054,37,0
2025-11-10,CHN-1054,34,0
2025-11-17,CHN-1054,20,0
2025-11-24,CHN-1054,28,0
2025-12-01,CHN-1054,22,0
2025-12-08,CHN-1054,21,0
2025-12-15,CHN-1054,22,0
2025-12-22,CHN-1054,20,0
2025-12-29,CHN-1054,52,1
2026-01-05,CHN-1054,16,0
2026-01-12,CHN-1054,27,0
2026-01-19,CHN-1054,24,0
2026-01-26,CHN-1054,20,0
2026-02-02,CHN-1054,25,0
2026-02-09,CHN-1054,28,0
2026-02-16,CHN-1054,26,0
2026-02-23,CHN-1054,17,0
2026-03-02,CHN-1054,20,0
2026-03-09,CHN-1054,24,0
2026-03-16,CHN-1054,29,0
2026-03-23,CHN-1054,28,0
2026-03-30,CHN-1054,26,0
2026-04-06,CHN-1054,34,0
2026-04-13,CHN-1054,29,0
2026-04-20,CHN-1054,30,0
2026-04-27,CHN-1054,34,0
2026-05-04,CHN-1054,38,0
2026-05-11,CHN-1054,37,0
2026-05-18,CHN-1054,28,0
2026-05-25,CHN-1054,84,1
2026-06-01,CHN-1054,35,0
2026-06-08,CHN-1054,39,0
2024-12-16,OIL-1002,28,0
2024-12-23,OIL-1002,35,0
2024-12-30,OIL-1002,54,1
2025-01-06,OIL-1002,49,1
2025-01-13,OIL-1002,39,0
2025-01-20,OIL-1002,64,1
2025-01-27,OIL-1002,78,1
2025-02-03,OIL-1002,35,0
2025-02-10,OIL-1002,39,0
2025-02-17,OIL-1002,37,0
2025-02-24,OIL-1002,44,0
2025-03-03,OIL-1002,87,1
2025-03-10,OIL-1002,79,1
2025-03-17,OIL-1002,53,0
2025-03-24,OIL-1002,47,0
2025-03-31,OIL-1002,51,0
2025-04-07,OIL-1002,32,0
2025-04-14,OIL-1002,45,0
2025-04-21,OIL-1002,56,0
2025-04-28,OIL-1002,54,0
2025-05-05,OIL-1002,38,0
2025-05-12,OIL-1002,92,1
2025-05-19,OIL-1002,61,0
2025-05-26,OIL-1002,43,0
2025-06-02,OIL-1002,53,0
2025-06-09,OIL-1002,57,0
2025-06-16,OIL-1002,57,0
2025-06-23,OIL-1002,53,0
2025-06-30,OIL-1002,51,0
2025-07-07,OIL-1002,55,0
2025-07-14,OIL-1002,43,0
2025-07-21,OIL-1002,44,0
2025-07-28,OIL-1002,42,0
2025-08-04,OIL-1002,54,0
2025-08-11,OIL-1002,40,0
2025-08-18,OIL-1002,43,0
2025-08-25,OIL-1002,56,0
2025-09-01,OIL-1002,54,0
2025-09-08,OIL-1002,39,0
2025-09-15,OIL-1002,46,0
2025-09-22,OIL-1002,37,0
2025-09-29,OIL-1002,40,0
2025-10-06,OIL-1002,50,0
2025-10-13,OIL-1002,49,0
2025-10-20,OIL-1002,41,0
2025-10-27,OIL-1002,42,0
2025-11-03,OIL-1002,33,0
2025-11-10,OIL-1002,37,0
2025-11-17,OIL-1002,31,0
2025-11-24,OIL-1002,42,0
2025-12-01,OIL-1002,34,0
2025-12-08,OIL-1002,33,0
2025-12-15,OIL-1002,38,0
2025-12-22,OIL-1002,31,0
2025-12-29,OIL-1002,34,0
2026-01-05,OIL-1002,37,0
2026-01-12,OIL-1002,38,0
2026-01-19,OIL-1002,38,0
2026-01-26,OIL-1002,40,0
2026-02-02,OIL-1002,96,1
2026-02-09,OIL-1002,46,0
2026-02-16,OIL-1002,38,0
2026-02-23,OIL-1002,46,0
2026-03-02,OIL-1002,38,0
2026-03-09,OIL-1002,47,0
2026-03-16,OIL-1002,42,0
2026-03-23,OIL-1002,47,0
2026-03-30,OIL-1002,91,1
2026-04-06,OIL-1002,42,0
2026-04-13,OIL-1002,65,0
2026-04-20,OIL-1002,51,0
2026-04-27,OIL-1002,46,0
2026-05-04,OIL-1002,54,0
2026-05-11,OIL-1002,41,0
2026-05-18,OIL-1002,51,0
2026-05-25,OIL-1002,53,0
2026-06-01,OIL-1002,45,0
2026-06-08,OIL-1002,39,0
2024-12-16,ELE-1026,17,0
2024-12-23,ELE-1026,10,0
2024-12-30,ELE-1026,5,0
2025-01-06,ELE-1026,9,0
2025-01-13,ELE-1026,10,0
2025-01-20,ELE-1026,8,0
2025-01-27,ELE-1026,10,0
2025-02-03,ELE-1026,10,0
2025-02-10,ELE-1026,12,0
2025-02-17,ELE-1026,6,0
2025-02-24,ELE-1026,9,0
2025-03-03,ELE-1026,13,0
2025-03-10,ELE-1026,9,0
2025-03-17,ELE-1026,9,0
2025-03-24,ELE-1026,10,0
2025-03-31,ELE-1026,10,0
2025-04-07,ELE-1026,11,0
2025-04-14,ELE-1026,10,0
2025-04-21,ELE-1026,12,0
2025-04-28,ELE-1026,10,0
2025-05-05,ELE-1026,17,1
2025-05-12,ELE-1026,27,1
2025-05-19,ELE-1026,15,0
2025-05-26,ELE-1026,14,0
2025-06-02,ELE-1026,16,0
2025-06-09,ELE-1026,14,0
2025-06-16,ELE-1026,17,0
2025-06-23,ELE-1026,17,0
2025-06-30,ELE-1026,12,0
2025-07-07,ELE-1026,17,0
2025-07-14,ELE-1026,17,0
2025-07-21,ELE-1026,15,0
2025-07-28,ELE-1026,10,0
2025-08-04,ELE-1026,14,0
2025-08-11,ELE-1026,20,0
2025-08-18,ELE-1026,21,0
2025-08-25,ELE-1026,25,0
2025-09-01,ELE-1026,20,0
2025-09-08,ELE-1026,13,0
2025-09-15,ELE-1026,15,0
2025-09-22,ELE-1026,25,0
2025-09-29,ELE-1026,25,0
2025-10-06,ELE-1026,27,0
2025-10-13,ELE-1026,25,0
2025-10-20,ELE-1026,50,1
2025-10-27,ELE-1026,20,0
2025-11-03,ELE-1026,23,0
2025-11-10,ELE-1026,27,0
2025-11-17,ELE-1026,20,0
2025-11-24,ELE-1026,16,0
2025-12-01,ELE-1026,31,1
2025-12-08,ELE-1026,11,0
2025-12-15,ELE-1026,14,0
2025-12-22,ELE-1026,30,1
2025-12-29,ELE-1026,13,0
2026-01-05,ELE-1026,11,0
2026-01-12,ELE-1026,14,0
2026-01-19,ELE-1026,4,0
2026-01-26,ELE-1026,10,0
2026-02-02,ELE-1026,17,0
2026-02-09,ELE-1026,24,1
2026-02-16,ELE-1026,15,0
2026-02-23,ELE-1026,13,0
2026-03-02,ELE-1026,8,0
2026-03-09,ELE-1026,11,0
2026-03-16,ELE-1026,11,0
2026-03-23,ELE-1026,13,0
2026-03-30,ELE-1026,14,0
2026-04-06,ELE-1026,27,1
2026-04-13,ELE-1026,15,0
2026-04-20,ELE-1026,9,0
2026-04-27,ELE-1026,11,0
2026-05-04,ELE-1026,19,0
2026-05-11,ELE-1026,14,0
2026-05-18,ELE-1026,14,0
2026-05-25,ELE-1026,20,0
2026-06-01,ELE-1026,34,1
2026-06-08,ELE-1026,9,0
2024-12-16,BRK-1054,18,0
2024-12-23,BRK-1054,21,0
2024-12-30,BRK-1054,16,0
2025-01-06,BRK-1054,17,0
2025-01-13,BRK-1054,22,0
2025-01-20,BRK-1054,27,0
2025-01-27,BRK-1054,14,0
2025-02-03,BRK-1054,9,0
2025-02-10,BRK-1054,16,0
2025-02-17,BRK-1054,16,0
2025-02-24,BRK-1054,20,0
2025-03-03,BRK-1054,18,0
2025-03-10,BRK-1054,30,1
2025-03-17,BRK-1054,37,1
2025-03-24,BRK-1054,14,0
2025-03-31,BRK-1054,16,0
2025-04-07,BRK-1054,21,0
2025-04-14,BRK-1054,17,0
2025-04-21,BRK-1054,22,0
2025-04-28,BRK-1054,18,0
2025-05-05,BRK-1054,17,0
2025-05-12,BRK-1054,18,0
2025-05-19,BRK-1054,8,0
2025-05-26,BRK-1054,37,1
2025-06-02,BRK-1054,19,0
2025-06-09,BRK-1054,19,0
2025-06-16,BRK-1054,16,0
2025-06-23,BRK-1054,23,0
2025-06-30,BRK-1054,8,0
2025-07-07,BRK-1054,19,0
2025-07-14,BRK-1054,19,0
2025-07-21,BRK-1054,19,0
2025-07-28,BRK-1054,18,0
2025-08-04,BRK-1054,35,1
2025-08-11,BRK-1054,7,0
2025-08-18,BRK-1054,12,0
2025-08-25,BRK-1054,15,0
2025-09-01,BRK-1054,15,0
2025-09-08,BRK-1054,17,0
2025-09-15,BRK-1054,18,0
2025-09-22,BRK-1054,14,0
2025-09-29,BRK-1054,24,0
2025-10-06,BRK-1054,21,0
2025-10-13,BRK-1054,18,0
2025-10-20,BRK-1054,21,0
2025-10-27,BRK-1054,19,0
2025-11-03,BRK-1054,29,0
2025-11-10,BRK-1054,22,0
2025-11-17,BRK-1054,51,1
2025-11-24,BRK-1054,24,0
2025-12-01,BRK-1054,22,0
2025-12-08,BRK-1054,31,1
2025-12-15,BRK-1054,39,1
2025-12-22,BRK-1054,23,0
2025-12-29,BRK-1054,31,0
2026-01-05,BRK-1054,37,1
2026-01-12,BRK-1054,19,0
2026-01-19,BRK-1054,45,1
2026-01-26,BRK-1054,20,0
2026-02-02,BRK-1054,26,0
2026-02-09,BRK-1054,22,0
2026-02-16,BRK-1054,23,0
2026-02-23,BRK-1054,22,0
2026-03-02,BRK-1054,21,0
2026-03-09,BRK-1054,30,0
2026-03-16,BRK-1054,17,0
2026-03-23,BRK-1054,25,0
2026-03-30,BRK-1054,25,0
2026-04-06,BRK-1054,18,0
2026-04-13,BRK-1054,21,0
2026-04-20,BRK-1054,13,0
2026-04-27,BRK-1054,20,0
2026-05-04,BRK-1054,30,0
2026-05-11,BRK-1054,27,1
2026-05-18,BRK-1054,25,0
2026-05-25,BRK-1054,8,0
2026-06-01,BRK-1054,11,0
2026-06-08,BRK-1054,13,0
2024-12-16,FIL-1050,7,0
2024-12-23,FIL-1050,7,0
2024-12-30,FIL-1050,7,0
2025-01-06,FIL-1050,9,0
2025-01-13,FIL-1050,4,0
2025-01-20,FIL-1050,6,0
2025-01-27,FIL-1050,7,0
2025-02-03,FIL-1050,6,0
2025-02-10,FIL-1050,8,0
2025-02-17,FIL-1050,11,0
2025-02-24,FIL-1050,8,0
2025-03-03,FIL-1050,8,0
2025-03-10,FIL-1050,8,0
2025-03-17,FIL-1050,4,0
2025-03-24,FIL-1050,6,0
2025-03-31,FIL-1050,9,0
2025-04-07,FIL-1050,5,0
2025-04-14,FIL-1050,6,0
2025-04-21,FIL-1050,12,0
2025-04-28,FIL-1050,8,0
2025-05-05,FIL-1050,9,0
2025-05-12,FIL-1050,6,0
2025-05-19,FIL-1050,6,0
2025-05-26,FIL-1050,14,1
2025-06-02,FIL-1050,5,0
2025-06-09,FIL-1050,7,1
2025-06-16,FIL-1050,10,0
2025-06-23,FIL-1050,3,0
2025-06-30,FIL-1050,9,0
2025-07-07,FIL-1050,3,0
2025-07-14,FIL-1050,0,0
2025-07-21,FIL-1050,6,0
2025-07-28,FIL-1050,4,0
2025-08-04,FIL-1050,2,0
2025-08-11,FIL-1050,9,0
2025-08-18,FIL-1050,4,0
2025-08-25,FIL-1050,5,0
2025-09-01,FIL-1050,2,0
2025-09-08,FIL-1050,2,0
2025-09-15,FIL-1050,3,0
2025-09-22,FIL-1050,0,0
2025-09-29,FIL-1050,1,0
2025-10-06,FIL-1050,5,0
2025-10-13,FIL-1050,5,0
2025-10-20,FIL-1050,6,0
2025-10-27,FIL-1050,2,0
2025-11-03,FIL-1050,3,0
2025-11-10,FIL-1050,7,1
2025-11-17,FIL-1050,2,0
2025-11-24,FIL-1050,6,0
2025-12-01,FIL-1050,5,0
2025-12-08,FIL-1050,1,0
2025-12-15,FIL-1050,6,1
2025-12-22,FIL-1050,12,1
2025-12-29,FIL-1050,2,0
2026-01-05,FIL-1050,8,0
2026-01-12,FIL-1050,3,0
2026-01-19,FIL-1050,1,0
2026-01-26,FIL-1050,1,0
2026-02-02,FIL-1050,8,1
2026-02-09,FIL-1050,3,0
2026-02-16,FIL-1050,3,0
2026-02-23,FIL-1050,3,0
2026-03-02,FIL-1050,3,0
2026-03-09,FIL-1050,3,0
2026-03-16,FIL-1050,3,0
2026-03-23,FIL-1050,3,0
2026-03-30,FIL-1050,4,0
2026-04-06,FIL-1050,4,0
2026-04-13,FIL-1050,1,0
2026-04-20,FIL-1050,2,0
2026-04-27,FIL-1050,2,0
2026-05-04,FIL-1050,4,1
2026-05-11,FIL-1050,1,0
2026-05-18,FIL-1050,0,0
2026-05-25,FIL-1050,2,0
2026-06-01,FIL-1050,1,0
2026-06-08,FIL-1050,3,0
2024-12-16,CHN-1029,24,0
2024-12-23,CHN-1029,24,0
2024-12-30,CHN-1029,27,0
2025-01-06,CHN-1029,24,0
2025-01-13,CHN-1029,26,0
2025-01-20,CHN-1029,27,0
2025-01-27,CHN-1029,27,0
2025-02-03,CHN-1029,28,0
2025-02-10,CHN-1029,25,0
2025-02-17,CHN-1029,30,0
2025-02-24,CHN-1029,28,0
2025-03-03,CHN-1029,54,1
2025-03-10,CHN-1029,23,0
2025-03-17,CHN-1029,24,0
2025-03-24,CHN-1029,21,0
2025-03-31,CHN-1029,31,0
2025-04-07,CHN-1029,29,0
2025-04-14,CHN-1029,27,0
2025-04-21,CHN-1029,37,0
2025-04-28,CHN-1029,24,0
2025-05-05,CHN-1029,40,0
2025-05-12,CHN-1029,36,0
2025-05-19,CHN-1029,30,0
2025-05-26,CHN-1029,32,0
2025-06-02,CHN-1029,28,0
2025-06-09,CHN-1029,46,0
2025-06-16,CHN-1029,41,0
2025-06-23,CHN-1029,29,0
2025-06-30,CHN-1029,39,0
2025-07-07,CHN-1029,55,0
2025-07-14,CHN-1029,35,0
2025-07-21,CHN-1029,28,0
2025-07-28,CHN-1029,31,0
2025-08-04,CHN-1029,27,0
2025-08-11,CHN-1029,35,0
2025-08-18,CHN-1029,37,0
2025-08-25,CHN-1029,36,0
2025-09-01,CHN-1029,36,0
2025-09-08,CHN-1029,41,0
2025-09-15,CHN-1029,33,0
2025-09-22,CHN-1029,44,0
2025-09-29,CHN-1029,39,0
2025-10-06,CHN-1029,53,0
2025-10-13,CHN-1029,34,0
2025-10-20,CHN-1029,33,0
2025-10-27,CHN-1029,45,0
2025-11-03,CHN-1029,47,0
2025-11-10,CHN-1029,45,0
2025-11-17,CHN-1029,42,0
2025-11-24,CHN-1029,39,0
2025-12-01,CHN-1029,33,0
2025-12-08,CHN-1029,28,0
2025-12-15,CHN-1029,51,1
2025-12-22,CHN-1029,28,0
2025-12-29,CHN-1029,35,0
2026-01-05,CHN-1029,29,0
2026-01-12,CHN-1029,26,0
2026-01-19,CHN-1029,29,0
2026-01-26,CHN-1029,25,0
2026-02-02,CHN-1029,39,0
2026-02-09,CHN-1029,31,0
2026-02-16,CHN-1029,35,0
2026-02-23,CHN-1029,30,0
2026-03-02,CHN-1029,31,0
2026-03-09,CHN-1029,26,0
2026-03-16,CHN-1029,39,0
2026-03-23,CHN-1029,35,0
2026-03-30,CHN-1029,38,0
2026-04-06,CHN-1029,25,0
2026-04-13,CHN-1029,34,0
2026-04-20,CHN-1029,34,0
2026-04-27,CHN-1029,33,0
2026-05-04,CHN-1029,34,0
2026-05-11,CHN-1029,49,0
2026-05-18,CHN-1029,38,0
2026-05-25,CHN-1029,36,0
2026-06-01,CHN-1029,33,0
2026-06-08,CHN-1029,46,0
